"0,2-d","1,2-d","3,2-d","4,2-d","5,2-d"
2273,88,3,0,0
2276,90,6,9,0
1744,47,9,27,19
1326,25,24,243,950
1333,27,27,288,1140
1326,25,24,243,950
1318,23,21,189,665
1326,25,24,243,950
1319,24,24,243,950
1311,22,21,189,665
1326,25,24,243,950
1318,23,21,189,665
2144,125,72,1197,9500
2053,99,54,1143,9899
2002,78,27,270,969
2050,97,51,1044,8835
1571,48,15,72,95
1589,53,18,117,247
1616,56,24,252,1064
1590,57,21,63,57
1557,43,9,27,19
1561,45,9,27,19
1550,39,3,0,0
1552,40,3,0,0
1560,44,6,9,0
1548,37,0,0,0
1554,40,0,0,0
1550,39,3,0,0
1548,37,0,0,0
1556,42,3,0,0
1838,66,9,27,19
2334,129,81,2052,20311
2331,130,66,1692,17119
1841,68,12,27,19
1853,71,15,81,133
1856,72,18,135,380
1852,73,18,81,95
1841,68,9,27,19
1838,66,9,27,19
1870,76,21,144,304
2093,107,54,1143,9671
1871,80,15,63,57
1832,63,3,0,0
1844,68,12,45,38
1908,85,33,369,1387
1832,63,3,0,0
1848,71,15,45,38
1870,81,30,162,247
1829,60,0,0,0
1831,62,3,0,0
1834,64,6,9,0
1842,68,9,27,19
1831,62,3,0,0
1831,62,3,0,0
1838,66,9,27,19
1837,64,3,0,0
1833,63,3,0,0
1831,62,3,0,0
1831,62,3,0,0
1841,69,12,18,0
1833,63,3,0,0
1829,60,0,0,0
1311,22,21,189,665
1801,60,27,279,1045
2240,106,69,1665,16378
1765,51,18,135,380
1760,50,15,72,95
2002,90,63,1332,10849
1743,43,6,9,0
1742,43,6,0,0
1748,45,9,27,19
1743,43,6,9,0
1742,43,6,0,0
1560,47,27,234,741
1309,19,12,45,38
1305,17,9,27,19
1930,73,45,801,5719
1877,66,48,945,7562
1895,69,45,864,6745
1841,62,42,792,6270
1806,59,36,531,3097
1951,68,27,297,1216
1814,61,39,675,4864
1718,45,18,135,380
1984,78,57,1233,10450
1711,44,18,90,190
1740,47,18,135,380
1693,38,6,0,0
1689,34,3,0,0
1524,33,12,54,76
1684,55,36,576,3819
1539,38,21,189,665
1507,33,18,135,380
1773,58,39,675,4826
1498,30,12,54,76
1772,52,15,90,190
1755,51,15,90,190
1999,89,54,1071,8683
1803,61,30,342,1520
1798,61,15,54,38
1745,47,9,27,19
1798,65,30,189,342
1735,41,0,0,0
1735,41,0,0,0
1737,43,3,0,0
1264,12,3,0,0
1272,14,12,54,76
1297,22,9,27,19
1365,17,3,0,0
1298,22,9,27,19
1297,19,6,9,0
1526,39,21,189,665
1368,29,18,126,304
1615,43,21,189,665
1327,19,9,27,19
1631,53,45,882,7049
1577,47,42,792,6251
1486,35,21,189,665
1720,59,51,1062,8930
1250,7,3,0,0
1595,48,39,684,5035
1491,35,15,90,190
1443,21,3,0,0
1738,61,54,1071,8455
1514,43,36,594,4180
1684,54,45,891,7296
1479,39,30,405,2280
1415,32,21,153,399
1649,50,33,477,2812
1364,21,9,27,19
1517,37,15,90,190
1255,10,6,0,0
1253,8,3,0,0
1510,34,9,27,19
1497,27,0,0,0
1657,51,39,675,4864
1239,4,3,0,0
1580,39,15,90,190
1362,26,9,27,19
1299,16,6,9,0
1295,16,3,0,0
1308,17,9,27,19
1247,7,6,9,0
1364,25,12,54,76
1275,13,0,0,0
1275,13,0,0,0
1277,15,3,0,0
1278,15,0,0,0
1283,18,3,0,0
1275,13,0,0,0
1250,8,3,0,0
1262,10,6,9,0
1262,10,6,9,0
1262,10,6,9,0
1248,7,3,0,0
1289,18,9,27,19
1255,10,9,27,19
1263,11,3,0,0
1236,2,0,0,0
1359,23,9,27,19
1293,21,12,36,19
1260,12,6,9,0
1241,5,3,0,0
1279,15,6,9,0
1283,17,9,27,19
1282,17,6,9,0
1241,6,3,0,0
1239,4,0,0,0
1239,4,0,0,0
1246,4,0,0,0
1241,4,3,0,0
1243,6,6,9,0
1243,6,6,9,0
1233,0,0,0,0
1233,0,0,0,0
1233,0,0,0,0
1243,6,6,9,0
1244,7,6,9,0
1243,6,6,9,0
1243,6,6,9,0
1244,7,6,9,0
1244,7,6,9,0
1243,6,6,9,0
1156,50,30,315,1159
915,39,27,261,874
679,22,18,117,247
683,22,15,81,133
824,43,27,261,874
588,23,18,117,247
592,22,15,81,133
347,21,18,117,247
351,21,15,81,133
115,15,12,54,76
1685,54,21,189,665
1591,56,21,189,665
771,29,18,135,380
677,29,18,135,380
1149,47,27,288,1140
866,38,18,135,380
403,18,9,27,19
573,17,9,27,19
110,11,9,27,19
1073,12,9,27,19
1561,49,12,54,76
25,3,3,0,0
1575,54,21,189,665
1553,54,33,495,3135
1834,80,51,954,6992
1743,77,48,873,6289
1275,31,9,27,19
1535,51,24,234,855
1279,32,15,90,190
1111,61,33,495,3135
1020,51,33,495,3135
528,19,9,27,19
1301,67,45,828,6099
808,28,9,27,19
875,40,18,126,304
837,37,18,108,209
805,27,9,27,19
796,21,0,0,0
215,6,3,0,0
250,12,9,27,19
1378,33,15,54,38
1131,24,15,54,38
1103,18,9,18,0
1126,19,6,9,0
1131,25,24,243,950
1138,27,27,288,1140
1131,25,24,243,950
1123,23,21,189,665
1131,25,24,243,950
1124,24,24,243,950
1116,22,21,189,665
1131,25,24,243,950
1123,23,21,189,665
1070,10,0,0,0
1949,87,48,1017,9025
1858,84,54,1071,9120
1807,56,21,189,665
1855,80,48,990,8569
1380,33,12,45,38
1421,42,27,270,1083
1393,38,18,81,95
2139,108,78,1980,19855
2136,107,78,1854,17727
1658,49,15,81,133
1641,44,9,9,0
1898,81,54,1125,9500
1679,54,18,117,247
1675,53,15,90,190
1666,51,15,90,190
1639,42,6,9,0
1636,40,3,0,0
1639,42,6,9,0
1702,55,15,81,133
1639,42,6,9,0
1116,22,21,189,665
1057,8,6,9,0
1606,58,24,243,950
2045,106,66,1629,16207
1581,50,9,27,19
1570,51,12,45,38
1807,87,57,1179,9785
1583,56,15,72,95
1548,44,6,9,0
1552,46,9,27,19
1560,47,6,9,0
1575,53,15,90,190
1554,45,0,0,0
1548,44,6,9,0
1543,40,0,0,0
1545,42,3,0,0
1365,40,21,189,665
1735,68,48,882,6384
1645,55,33,459,2527
1682,59,39,639,4275
1700,63,42,702,4712
1611,51,33,441,2280
1542,43,21,162,437
1756,58,27,297,1216
1518,35,9,27,19
1789,71,51,945,6802
1329,35,12,54,76
1359,43,27,288,1140
1434,46,33,468,2641
1489,56,45,747,4845
1331,35,18,135,380
1578,58,42,765,5624
1303,32,12,54,76
1577,51,15,90,190
1560,50,15,90,190
1804,84,54,1062,8607
1547,46,9,9,0
1585,56,18,117,247
1608,62,30,342,1520
1542,42,3,0,0
1603,64,27,162,323
1572,52,18,90,190
1545,44,6,9,0
1608,54,15,81,133
1540,40,0,0,0
1324,35,18,135,380
1089,15,9,27,19
1077,14,12,54,76
1073,12,9,27,19
1086,16,12,45,38
1068,11,9,27,19
1043,2,0,0,0
1331,40,21,189,665
1173,30,18,126,304
1420,43,21,189,665
1126,16,3,0,0
1132,20,9,27,19
1060,10,9,27,19
1399,46,33,414,2052
1310,35,24,252,1064
1241,25,12,54,76
1488,52,39,558,3097
1266,30,18,135,380
1284,33,18,135,380
1250,28,15,63,76
1436,52,39,621,4009
1233,21,6,9,0
1525,57,42,729,5111
1065,9,6,9,0
1296,32,18,135,380
1296,33,18,117,247
1543,60,48,855,5909
1087,17,15,72,95
1056,8,0,0,0
1168,18,6,9,0
1454,47,30,387,1995
1322,33,15,90,190
1047,5,3,0,0
1082,14,9,27,19
1105,18,9,27,19
1334,36,15,90,190
1108,14,3,0,0
1385,36,18,117,247
1043,2,0,0,0
1096,17,9,27,19
1094,16,9,27,19
1151,25,21,81,95
1092,15,9,27,19
1169,27,15,63,76
1067,7,0,0,0
1062,12,9,27,19
1119,16,9,27,19
1060,11,9,27,19
1117,15,9,27,19
1058,10,9,27,19
1115,14,9,27,19
1041,3,0,0,0
408,19,9,27,19
380,17,6,9,0
156,12,6,9,0
143,25,24,243,950
136,24,24,243,950
128,22,21,189,665
143,25,24,243,950
135,23,21,189,665
128,22,21,189,665
538,23,15,90,190
523,22,18,108,209
525,18,9,27,19
508,18,15,90,190
119,17,15,90,190
104,15,15,90,190
89,16,15,90,190
136,24,24,243,950
128,22,21,189,665
121,22,21,189,665
6,0,0,0,0
128,22,21,189,665
1416,81,48,1017,9025
1413,76,45,927,8170
934,40,15,72,95
952,46,24,144,266
916,32,6,9,0
924,35,9,27,19
953,42,12,45,38
913,30,3,0,0
915,32,6,0,0
916,32,6,9,0
923,34,6,9,0
913,30,3,0,0
1322,68,45,927,8170
847,38,21,99,114
860,40,24,126,171
835,32,12,54,76
836,32,12,54,76
834,31,12,54,76
885,38,24,252,1064
819,21,3,0,0
819,21,3,0,0
380,15,9,27,19
373,15,9,27,19
345,10,9,27,19
382,23,18,81,95
357,16,12,54,76
358,18,15,54,76
356,16,12,54,76
344,10,3,0,0
369,17,12,45,38
361,13,6,9,0
359,9,3,0,0
365,9,3,0,0
370,17,12,54,76
371,18,12,54,76
369,17,12,54,76
343,12,12,54,76
346,13,12,54,76
344,12,12,54,76
345,13,12,54,76
333,7,3,0,0
321,4,3,0,0
325,6,6,9,0
319,3,3,0,0
1222,57,39,504,2470
765,26,15,81,133
795,34,21,162,437
788,32,18,108,190
671,26,15,81,133
694,29,15,81,133
237,22,12,54,76
267,28,21,162,437
226,22,18,135,380
226,22,18,135,380
226,22,18,135,380
219,21,18,135,380
219,21,18,135,380
219,21,18,135,380
178,18,18,135,380
178,18,18,135,380
178,18,18,135,380
1603,85,66,1629,16207
1128,42,18,135,380
1365,74,60,1233,9975
1176,46,18,135,380
1129,43,18,117,247
1133,44,21,144,304
1362,70,51,1026,8493
1143,43,21,153,342
1130,42,15,90,190
1103,33,6,9,0
1166,44,18,117,228
627,11,3,0,0
661,17,9,27,19
660,19,6,9,0
622,10,3,0,0
608,4,0,0,0
605,5,3,0,0
650,16,9,27,19
642,13,6,9,0
888,32,18,117,247
892,34,21,144,304
709,24,15,81,133
640,9,3,0,0
640,9,3,0,0
685,18,12,54,76
739,28,18,99,152
685,18,12,54,76
599,2,0,0,0
652,17,9,27,19
675,12,0,0,0
656,19,9,27,19
642,14,6,9,0
646,16,9,27,19
656,17,12,54,76
600,3,3,0,0
678,17,12,54,76
624,12,12,54,76
596,0,0,0,0
602,4,3,0,0
608,6,3,0,0
612,7,3,0,0
614,8,6,9,0
678,17,12,54,76
616,10,6,0,0
602,4,3,0,0
832,43,24,216,722
570,12,3,0,0
1048,42,21,189,665
1271,71,57,1125,8968
1017,32,9,27,19
1039,39,15,90,190
1007,26,0,0,0
810,39,21,189,665
563,16,9,27,19
572,21,18,81,95
547,16,12,54,76
548,16,12,54,76
546,15,12,54,76
797,37,18,117,247
801,38,21,144,304
519,3,0,0,0
560,17,12,54,76
561,16,12,54,76
559,16,12,54,76
536,13,12,54,76
536,13,12,54,76
541,14,12,54,76
533,12,12,54,76
538,13,12,54,76
538,13,12,54,76
513,5,3,0,0
565,18,12,54,76
538,11,6,9,0
509,3,3,0,0
521,6,0,0,0
536,13,12,54,76
534,13,12,54,76
535,12,12,54,76
340,16,9,27,19
85,10,9,27,19
850,47,30,396,2128
905,53,39,612,3857
747,36,18,135,380
728,33,18,135,380
734,34,15,72,95
994,57,39,666,4655
702,24,6,9,0
712,28,9,27,19
472,9,9,27,19
472,9,9,27,19
472,9,9,27,19
815,48,36,540,3211
761,46,36,576,3819
726,39,30,387,1995
734,44,39,603,3781
904,56,45,810,5643
627,26,15,90,190
852,50,42,774,5890
798,45,39,693,5225
941,57,48,945,7562
816,47,39,675,4864
712,34,18,135,380
959,60,48,963,7676
664,20,3,0,0
823,43,27,324,1596
535,17,9,27,19
579,24,15,90,190
735,44,39,684,5035
905,54,45,891,7277
700,39,33,477,2812
870,49,36,558,3458
539,24,18,117,247
524,20,15,90,190
878,52,42,774,5852
601,25,15,90,190
487,9,3,0,0
509,18,15,90,190
506,15,12,54,76
517,16,12,45,38
506,15,12,45,38
495,12,9,27,19
763,29,9,27,19
472,9,9,27,19
472,9,9,27,19
472,9,9,27,19
484,9,3,0,0
521,16,9,27,19
486,11,9,27,19
454,0,0,0,0
462,4,3,0,0
53,8,3,0,0
345,22,15,72,95
281,13,9,27,19
116,15,12,36,19
107,10,6,9,0
43,9,6,9,0
77,5,3,0,0
23,1,0,0,0
15,0,0,0,0
529,32,18,135,380
335,18,9,27,19
604,40,30,387,1995
693,42,33,468,2641
276,13,12,54,76
299,17,15,81,133
501,27,18,135,380
748,48,39,657,4465
262,7,3,0,0
294,15,12,54,76
295,15,9,27,19
786,31,15,90,190
807,36,21,189,665
543,8,0,0,0
798,34,15,90,190
572,18,3,0,0
615,21,15,81,133
633,29,12,54,76
510,6,3,0,0
508,4,0,0,0
508,4,0,0,0
589,26,18,99,190
628,35,18,81,95
591,26,18,126,304
585,24,12,54,76
591,26,18,126,304
570,18,6,9,0
585,24,15,90,190
591,26,18,126,304
591,26,18,126,304
552,17,15,90,190
552,17,15,90,190
552,17,15,90,190
552,17,15,90,190
585,24,12,54,76
570,18,6,9,0
554,18,18,126,304
548,16,15,90,190
554,18,18,126,304
554,18,18,126,304
506,3,3,0,0
506,3,3,0,0
548,16,15,90,190
554,18,18,126,304
554,18,18,126,304
548,16,15,90,190
548,16,15,90,190
504,2,0,0,0
554,18,18,126,304
92,5,3,0,0
97,8,6,9,0
31,2,0,0,0
27,9,9,27,19
66,13,9,27,19
57,11,9,27,19
61,13,12,45,38
39,10,9,27,19
53,7,6,9,0
47,5,3,0,0
50,7,6,9,0
50,6,6,9,0
502,26,12,54,76
590,33,21,189,665
144,14,9,27,19
103,9,9,27,19
144,14,9,27,19
515,43,33,477,2812
411,24,12,54,76
658,50,42,657,4009
434,42,33,495,3135
321,23,12,54,76
321,23,12,54,76
604,48,39,657,4484
399,34,27,324,1596
569,40,30,387,1995
577,44,36,567,3667
300,23,15,90,190
181,12,12,54,76
500,27,12,54,76
6,3,3,0,0
436,29,18,135,380
279,19,15,90,190
70,13,12,54,76
217,10,6,9,0
552,44,39,684,5035
695,53,45,882,7049
641,48,42,792,6251
213,7,3,0,0
71,10,9,27,19
131,3,3,0,0
659,49,42,774,5852
555,31,18,117,247
578,44,39,684,5035
283,16,3,0,0
182,12,12,54,76
543,38,33,477,2812
431,20,9,27,19
193,15,9,18,0
142,10,6,9,0
194,16,12,36,19
75,16,15,90,190
24,4,3,0,0
68,9,9,27,19
53,10,9,27,19
17,6,6,9,0
105,16,15,90,190
82,14,12,54,76
83,15,12,54,76
81,14,12,54,76
58,13,12,54,76
56,12,12,54,76
57,13,12,54,76
45,7,3,0,0
324,17,12,54,76
86,9,6,9,0
7,3,3,0,0
31,3,3,0,0
69,9,9,27,19
126,14,9,27,19
67,9,9,27,19
124,14,9,27,19
65,9,9,27,19
122,14,9,27,19
52,3,3,0,0
119,11,9,27,19
46,3,3,0,0
47,4,3,0,0
47,4,3,0,0
46,3,3,0,0
78,11,9,27,19
71,12,12,54,76
69,12,12,54,76
70,12,12,54,76
157,17,12,54,76
103,12,12,54,76
157,17,12,54,76
170,21,18,135,380
170,21,18,135,380
170,21,18,135,380
129,18,18,135,380
129,18,18,135,380
129,18,18,135,380
35,1,0,0,0
27,9,9,27,19
81,2,0,0,0
15,6,6,9,0
18,6,6,9,0
18,6,6,9,0
64,6,6,9,0
25,6,6,9,0
73,9,6,9,0
34,6,6,9,0
34,6,6,9,0
34,6,6,9,0
18,6,6,9,0
15,6,6,9,0
45,12,12,54,76
50,12,12,54,76
50,12,12,54,76
92,9,9,27,19
33,9,9,27,19
90,9,9,27,19
113,17,15,90,190
113,17,15,90,190
113,17,15,90,190
113,17,15,90,190
146,17,15,81,133
131,11,6,9,0
140,15,12,54,76
115,18,18,126,304
109,16,15,90,190
115,18,18,126,304
115,18,18,126,304
97,13,12,54,76
109,16,15,90,190
115,18,18,126,304
115,18,18,126,304
109,16,15,90,190
109,16,15,90,190
115,18,18,126,304
72,9,6,9,0
76,16,15,90,190
76,16,15,90,190
76,16,15,90,190
76,16,15,90,190
76,16,15,90,190
76,16,15,90,190
47,12,12,54,76
68,8,6,9,0
97,13,12,54,76
88,9,9,27,19
45,12,12,54,76
96,12,12,54,76
24,7,6,0,0
14,4,3,0,0
18,4,3,0,0
122,18,18,135,380
122,18,18,135,380
122,18,18,135,380
22,5,3,0,0
15,6,6,9,0
16,6,6,9,0
16,6,6,9,0
15,6,6,9,0
11,3,3,0,0
16,6,6,9,0
7,3,3,0,0
81,18,18,135,380
72,16,15,90,190
78,18,18,126,304
78,18,18,126,304
72,16,15,90,190
72,16,15,90,190
78,18,18,126,304
72,16,15,90,190
72,16,15,90,190
78,18,18,126,304
72,16,15,90,190
21,6,6,9,0
8,3,3,0,0
0,0,0,0,0
6,3,3,0,0
0,0,0,0,0
