"0,2-nd","1,2-nd","3,2-nd","4,2-nd","5,2-nd"
2401207,2275,531,72549,1113856
2032850,441,87,3051,19608
2029477,391,81,3042,19608
2079615,737,69,702,0
2048622,576,48,135,0
3938808,10669,687,43146,429799
2050835,637,27,0,0
2712721,4092,432,32616,359860
2030336,351,21,0,0
4506955,10741,1254,105876,1084558
3976476,11136,1275,104688,1084558
4454096,9807,318,12258,0
3923159,10205,315,12258,0
4452379,9516,0,0,0
2028461,295,0,0,0
2031996,309,0,0,0
2695147,3591,0,0,0
3932480,10465,489,23508,196118
2673617,2392,243,20925,196118
4565601,11213,1842,237402,3813300
2547963,3348,1227,185742,3580417
2856581,4690,1557,225747,3813300
2163069,1313,183,8856,83220
2751751,3543,414,29115,312227
4488418,10359,975,104589,1541432
4452377,9601,99,0,0
4495280,10567,1044,86409,1003181
4493927,10705,1257,136602,1841575
4681476,12849,3270,511002,8937733
6142817,29607,8814,1293489,22537591
4453537,9659,192,3123,19760
4484098,10439,1083,58680,435689
4479922,10375,1002,55845,425239
4484098,10439,1083,58680,435689
4487593,10607,1122,116064,1418597
4789634,14116,3963,642789,12780730
4455725,9814,348,19350,198398
5190338,18320,5895,1022859,19221749
4479922,10375,1002,55845,425239
5090335,15834,5574,967680,18236086
4505356,10711,1209,116919,1660828
5028458,13909,3507,489591,7368371
4455778,9986,381,17829,0
4475591,10307,903,50625,397594
4452377,9534,27,0,0
4503620,10743,1269,129573,1768938
4743183,12414,2667,358443,5526701
5045454,16402,5184,868374,16604841
4452378,9522,0,0,0
2919075,4178,894,103014,1541432
2777178,3925,876,101727,1541432
2070511,622,0,0,0
3961474,10876,1005,101430,1445976
2193017,1677,474,44802,666197
2921351,4272,1047,111186,1527752
2737313,4536,1041,109260,1527752
2695147,3704,99,0,0
2475299,2763,618,68715,990964
2786541,3949,789,78129,1003181
3932968,10454,564,26892,251940
2048950,646,99,6435,50825
2709551,4059,411,25902,251769
3963965,11074,1242,134667,1841575
2741083,4548,885,117774,1841575
3921274,9954,48,135,0
2034229,354,9,0,0
2125474,1081,144,9675,89661
4160049,12922,3234,502209,8958747
2685447,4085,1542,260289,5405291
3128544,6040,2550,442395,8418653
2991452,5533,2403,417231,8095349
2892854,3744,420,30006,334058
2106471,1009,150,8127,80864
2036573,413,0,0,0
3934896,10434,468,19341,164578
3954526,10816,1092,58419,435689
3950155,10752,1011,55584,425239
3954526,10816,1092,58419,435689
3956366,10981,1113,113868,1418597
4287940,13378,3366,589662,12257147
3927913,10221,258,6426,0
4707183,16310,5376,981396,18890655
3950155,10752,1011,55584,425239
3921245,9929,9,0,0
3929109,10262,333,7380,50825
4565218,16123,5178,923850,17953404
3979562,10997,1110,112932,1654083
4512928,13759,3120,421407,6286929
3945629,10684,912,50364,397594
3923775,10280,369,14067,0
3923380,10226,288,10710,0
3972760,11119,1266,127971,1768938
4214483,12824,2757,347238,5572282
4523682,16580,4986,848088,16598438
4001928,11288,1419,133434,1589350
2443019,2374,258,17082,164122
2697769,3761,189,3123,19760
2100818,1221,576,44451,425239
2106177,1285,657,47286,435689
2100818,1221,576,44451,425239
2095304,1153,477,39231,397594
2680736,2433,327,15876,118522
2737221,3223,96,0,0
2100818,1221,576,44451,425239
2095332,1182,558,43776,425239
2089811,1115,462,38781,397594
2100818,1221,576,44451,425239
2095304,1153,477,39231,397594
2032850,441,87,3051,19608
3249281,6927,2985,567189,12149379
3113281,6411,2955,568323,12275007
3051910,4333,1101,134577,1939729
3074879,6647,2724,524673,11622167
2017920,140,0,0,0
2884559,3614,312,19197,198398
2362559,1883,273,17244,147345
2990192,4875,1506,200556,3307216
2806636,5108,1521,198090,3317761
3552309,8561,4464,877869,17888272
2889404,3521,171,5589,0
3511981,8928,4296,822744,16643449
2089811,1115,462,38781,397594
2798068,4124,960,111024,1660828
3375242,8408,3852,765720,15981603
2967390,4507,1743,288360,5107181
2053174,554,33,0,0
2369312,1911,291,15633,117572
2136467,1224,231,13113,117572
2695149,3581,0,0,0
2411286,2285,363,36441,430274
2437676,2630,858,102087,1564061
1811066,4487,2118,360522,7567947
5437075,7046,2325,404757,7575129
4727221,6369,2262,402363,7574958
2227113,3887,1932,361197,7567776
1787936,4290,2031,336942,7206149
2079466,4040,1851,329463,6565754
1391878,3322,1824,309987,7198967
1308152,2719,1527,252990,6023380
2097128,3581,1725,292914,6187749
3468329,6387,2274,400032,7574958
1239712,2593,1233,169299,3792875
2952966,5523,2286,392409,7575129
1820715,4980,2160,355401,7567776
1662362,3658,1710,294291,6512744
1021547,1520,420,35316,578436
970525,1165,123,4707,0
972518,1223,198,11286,117002
5638379,7635,2385,416484,7567947
4918869,7315,2343,414621,7567776
2438628,4029,1974,377829,7567776
1986475,5297,2094,349596,7198967
2277531,4915,1986,343413,6565754
1603521,3418,1809,328257,7198967
1518136,2923,1536,267273,6023380
2311543,3584,1719,306864,6187749
3667689,7132,2346,412011,7567776
1452174,2671,1227,180153,3792875
3153225,6163,2313,406125,7567947
2024112,5595,2190,371556,7567776
1867760,4152,1791,308574,6512744
1186768,1218,189,11664,117002
8057001,44542,3600,473445,7917908
5919326,14756,2799,433215,7907249
5595840,8295,2319,393273,7207346
5822261,11563,2424,371088,6565754
5403411,7316,1413,168813,2334549
5255237,5436,1962,368370,7198967
5162922,5396,1842,323982,6344860
5853751,10440,2364,361116,6527222
4879484,2721,243,19233,173679
7050709,24149,3387,470412,7917452
4878460,2655,345,23130,251940
5106493,4814,1461,235134,4110232
6585968,19771,3432,466038,7919447
5662132,7311,2466,433656,7909244
4873125,2487,216,7425,50825
5489804,6893,2001,346896,6513941
4909838,3125,567,54621,676191
4872261,2532,201,9027,62035
4890856,2849,345,32733,364002
4868573,2372,129,4707,0
4867937,2296,105,1170,0
4866885,2140,0,0,0
4866885,2140,0,0,0
4871045,2426,219,11682,117002
5262773,10702,2682,433080,7907249
4886381,7568,2274,390735,7206149
5126800,10050,2358,369540,6565754
4676301,7467,1437,167022,2334549
4522405,5445,1974,366021,7198967
4447477,4833,1812,321921,6344860
5074180,14785,2421,359901,6527222
4153610,2427,231,18963,173679
6412790,18410,3249,470997,7917623
4388133,4354,1446,233136,4110403
5894990,18246,3270,463887,7917908
4144508,2161,138,6426,0
4937271,7233,2484,432261,7909415
4776015,6362,1974,343692,6512744
4146412,2109,195,8829,71554
4184969,2821,549,54135,676191
4146186,2245,192,9027,62035
4165384,2530,339,32337,364002
2413633,3958,1836,353160,7198967
2672781,5420,2013,334584,6565754
2201996,3745,1176,153081,2329362
2010334,3395,1755,326817,7198967
1917278,3403,1716,283716,6344860
2682470,5586,2127,322659,6527222
4025534,10053,2685,428742,7907249
1855434,2949,1323,205326,4110232
3519759,8572,2652,420444,7907249
2450165,4259,2112,389835,7907249
2282438,3638,1626,308655,6512744
2247723,5111,1848,321705,6242450
1577015,3441,1815,323361,7198967
1491594,2923,1527,261729,6023380
2285212,3557,1605,285633,5871304
3661792,6089,2190,388962,7206149
1170491,1380,276,20817,251769
3127141,6137,2247,382761,7207346
2005100,5070,2058,346041,7198967
1832662,4760,1887,303705,6513941
1208709,1548,405,37197,578436
1153368,1081,51,0,0
1862280,3536,1632,299556,6242450
1775097,3172,1437,242289,5158842
3902272,8639,2337,368658,6565754
1712168,2757,1080,164340,3146134
3387359,7685,2283,363897,6565754
2289703,5143,1989,338841,6565754
2126032,4263,1611,282654,5630365
1290969,2049,831,107532,2106625
2057144,4504,1230,140850,2329362
3465525,5037,1293,165465,2334549
1224019,1856,768,98910,2015197
2935101,4896,1311,161892,2334549
1831008,2569,978,134334,2329362
1000595,1110,273,21105,302575
1087595,2393,1473,239076,6023380
1882241,2995,1542,263484,5871304
3277551,4754,1932,364158,7198967
2745442,4627,1953,356301,7198967
1619040,3449,1818,323190,7198967
1444422,3237,1647,280377,6512744
1792098,2871,1464,232335,5189223
3190391,4446,1794,318861,6344860
2660417,4250,1815,309492,6344860
1532953,3017,1644,273645,6344860
3937243,7206,2223,357552,6527222
1725004,2684,1170,165492,3294068
3423858,6235,2172,352026,6527222
2321958,3859,1869,322011,6527222
2157548,3117,1383,248337,5274153
2352148,2191,249,18549,173679
3125257,4159,1455,230544,4110403
4714877,13806,3111,460170,7917452
3661555,8444,2514,427941,7909415
3526426,5985,1908,342603,6512744
2881518,1949,198,8928,71554
2924819,2477,513,52623,676020
2902852,2262,327,32130,364002
2880125,1891,126,4707,0
2876044,1718,51,0,0
2876046,1662,0,0,0
2351886,2208,348,22707,251940
321953,319,105,3528,50825
1037381,1197,261,20277,251769
308520,188,9,0,0
308520,188,9,0,0
2596179,3903,1446,222444,4110232
1463831,2946,1371,188370,4110403
591172,754,162,7425,71554
2346811,1995,141,6426,0
3170749,6105,2403,420129,7909244
2347603,2051,219,7425,50825
2997003,5834,1998,335106,6513941
2386312,2544,564,51516,676191
2344163,2050,204,9027,62035
2365044,2291,345,31203,364002
2339077,1897,105,1170,0
2342947,2013,216,11718,117002
1884459,4107,1788,304092,6512744
1202495,1328,195,8775,71554
1225738,1478,306,24408,364002
304937,186,48,1170,0
359238,371,117,4212,62035
284739,21,9,0,0
1417658,795,36,0,0
7912183,42281,1404,100197,1019122
5757527,12900,1059,94149,1019122
5689272,8722,990,94356,1019122
5579797,15524,1041,90891,1019122
6900743,21891,1206,97704,1019122
5202622,8114,837,84987,1019122
4696234,1156,78,2934,0
5088230,9047,996,93735,1019122
3958213,1156,117,10602,99275
4896957,13268,1068,93105,1019293
4925951,10173,987,89730,1019122
6250080,16353,1155,97803,1019293
4528473,5102,762,84231,1019122
2488266,4474,807,84483,1019122
2477651,4401,762,81936,1019122
3845843,8401,951,89676,1019122
2018889,2675,603,75555,1019122
1254267,732,117,8991,99275
2689435,892,117,10224,99275
2332938,5275,840,79128,1019122
3754872,5692,882,90639,1019293
1879876,2971,657,73089,1019122
3758813,4869,801,87525,1019122
1842339,4875,771,66942,1019122
1243292,748,78,2934,0
3293367,3638,678,80847,1019122
752344,573,78,2934,0
4862610,12421,222,2691,0
3917578,550,54,2691,0
3963949,1165,36,0,0
1211798,422,54,2691,0
1265970,690,36,0,0
91143,29,0,0,0
3998937,1301,0,0,0
4691999,996,72,207,0
100492,110,42,207,0
7911984,41940,753,34065,300466
5431588,6289,576,32823,297692
4741195,1851,279,11709,95209
4702764,1308,204,4347,21394
4688794,988,60,0,0
4691050,1006,69,207,0
4797185,2271,279,17172,158441
4687747,934,36,0,0
5315820,5380,687,31419,276830
4991283,3516,360,17460,160607
4689269,877,36,0,0
4706916,1416,195,2097,2679
4691430,988,87,729,0
4687818,837,0,0,0
4726308,5584,543,32832,297692
4023926,1481,159,10341,93176
4088819,1747,249,17181,158441
4606210,4871,525,29682,274797
4282211,2864,333,17613,160607
1092247,1308,255,14931,158441
1643622,3865,453,26361,272023
1302367,2072,315,17505,160607
173846,528,321,4824,25403
878772,1315,384,11079,98135
182138,660,300,4113,6688
201518,521,243,3420,5757
155211,384,225,3339,5757
152886,327,165,2205,3914
834658,1061,309,5985,24320
132528,624,300,3933,6688
154337,410,237,3429,5757
105653,341,222,3312,5757
103302,287,165,2214,3914
456664,248,24,0,0
592443,798,174,7758,74613
1164110,2112,264,14616,143431
817955,723,36,0,0
839179,1362,570,9819,23617
820748,897,300,5283,14535
857782,1254,216,2727,4674
817372,859,324,6588,18411
817285,823,192,2664,4674
817372,859,324,6588,18411
817001,811,255,5031,14535
817372,859,324,6588,18411
817372,859,324,6588,18411
116747,544,285,5283,14535
161524,564,249,3402,5757
113371,542,324,6588,18411
112894,494,234,3285,5757
113371,542,324,6588,18411
112561,494,255,5031,14535
113371,542,324,6588,18411
113371,542,324,6588,18411
110570,434,162,2214,3914
88943,331,246,5058,14535
88943,331,246,5058,14535
88943,331,246,5058,14535
88943,331,246,5058,14535
132804,299,207,3258,5757
130480,239,156,2187,3914
83717,346,306,6579,18411
82870,299,240,5031,14535
83717,346,306,6579,18411
83717,346,306,6579,18411
80317,214,156,2124,3914
82870,299,240,5031,14535
83717,346,306,6579,18411
83717,346,306,6579,18411
82870,299,240,5031,14535
82870,299,240,5031,14535
83717,346,306,6579,18411
5981904,11084,4761,935082,18248854
2246865,7430,3942,765837,16544459
5265064,10641,4665,927846,18215680
2026129,6703,3792,741591,16254880
2815083,6307,3303,710370,15039545
2355299,8190,4443,823293,17612430
2647841,7596,4173,813654,16584777
1981033,5855,3570,727992,16493045
1761429,4428,2052,363726,7793173
1903241,4869,2511,466299,9983094
2688601,5828,2961,601956,12767145
2390629,5970,3186,681516,15103594
1600848,3193,627,50877,598614
2695558,4853,1809,308475,5669790
1741064,4257,1959,362970,7838298
4012010,10858,4860,931761,18295233
1614770,3435,957,117630,1815621
1835783,4703,2391,402813,8503108
3520781,8881,4605,909810,18254098
1958622,5679,2661,497124,11116900
2385859,9016,4473,838809,17635819
2262510,7567,4131,799272,17118715
1636430,3514,990,120933,1930647
1634517,3337,825,101124,1699284
2241060,6757,3732,735561,16034461
1578204,2826,264,12681,117002
1895722,5348,2778,484020,10057422
1602637,3200,552,50787,666995
1578854,2860,291,18063,193496
1575038,2772,171,7191,0
1572150,2601,0,0,0
1572470,2666,84,1026,0
1572470,2666,84,1026,0
5239670,4366,195,9756,0
5839074,10766,4146,818253,16538360
8381950,48193,5979,982260,18230519
5656671,8527,3777,789786,16215512
6274535,17359,4179,767106,15057975
5943418,11513,4596,891936,17597952
6171325,14569,4659,862668,16566423
5611503,8198,3693,783126,16493045
5406597,6374,2058,384345,7787131
5526781,7667,2721,519651,9983094
6209563,13009,3639,652500,12777025
5958607,11025,3708,737595,15111175
5278780,5096,819,90099,1164320
6110050,19280,2535,358074,5679670
5385950,6270,2091,387855,7856158
5251692,4672,426,32589,359860
7373784,28200,5874,985140,18278988
5468856,7171,2538,454815,8503279
6932278,22814,5502,966042,18257803
5587568,7912,2691,525042,11110801
6002633,11057,4485,889425,17605039
5855460,10674,4191,848601,17079347
5287802,5252,1017,127494,1930647
5286839,5267,891,115974,1699284
5841858,9823,3873,786690,16030300
5279344,5091,705,70659,849167
5239038,4299,171,4707,0
5241235,4359,276,12915,117002
5294756,5161,318,18243,156427
5244499,4573,312,22455,228874
5239787,4386,195,8325,0
5521812,7751,2832,510543,10023279
5242205,4395,174,8244,0
5243860,4370,252,9756,78166
5237623,4208,96,0,0
5241885,4392,294,18234,193496
5238134,4162,111,1836,0
5245267,4478,315,17784,182647
5237625,4061,0,0,0
5237623,4235,102,0,0
5237625,4061,0,0,0
2734841,3198,192,9756,0
5139637,9625,4251,827577,16616203
1895836,5643,3345,683667,15649217
2669476,6142,2967,632961,13912313
2233373,6650,3765,730449,15973167
2512131,6980,3606,715275,15054764
1470946,2940,894,91476,1343433
1845228,5215,3216,658314,15479148
1621555,4010,1974,348633,7793173
1768084,4230,2124,406134,9030586
2546654,5455,2658,532008,11751063
2253443,5450,3108,646326,14632109
1459741,2820,660,51129,601825
1450930,2585,402,29799,359860
3886728,9740,4191,814878,16550501
1479987,2960,891,97065,1477611
1699680,4113,2043,359478,7756541
3396503,7761,3933,799794,16572731
1823555,5004,2571,482184,11122429
2254652,8057,4122,766368,16598590
2135879,6274,3582,739026,16512881
1494518,2917,780,96966,1699284
2104365,6208,3486,674712,15110415
1463443,2857,660,52020,643416
1762700,4550,2265,422037,9208464
1433442,2314,111,1836,0
1442640,2533,315,17892,182647
1434089,2377,171,7191,0
1431622,2200,0,0,0
4945119,7845,3639,781362,16177436
5620652,13182,4017,762381,15039545
5236629,10663,4608,891198,17616420
5478534,12933,4566,857547,16550596
4545933,4514,921,96165,1343433
4881341,8084,3783,783810,16524680
4687811,5862,2022,381555,7787131
4814006,6981,2685,516492,9983094
5432662,17231,3750,651258,12780236
5242963,10598,3849,745794,15183660
5471618,13605,2538,354780,5679670
4666945,5772,2001,381942,7838298
4528684,4253,420,32643,359860
6738535,22338,5550,975726,18225085
4553310,4614,948,104553,1477611
4753166,6588,2475,451575,8503108
6243970,21166,5421,963612,18260254
4857526,7851,2844,525222,11116273
5280442,10856,4695,896310,17667568
5154441,9597,4050,839691,17041100
4566495,4805,858,114822,1699284
5130739,9169,4056,795069,16108029
4557145,4664,681,70074,849167
4517489,4009,279,6651,9120
4580313,4600,315,18396,156427
4521094,4150,309,22374,228874
4516181,3979,195,8325,0
4537355,4505,723,55809,640338
4811231,6954,2718,504252,9990713
4513818,3653,0,0,0
4516991,4024,180,8244,0
4538870,4297,558,51552,666995
4513818,3653,0,0,0
4513818,3653,0,0,0
4516164,3876,261,6462,45980
2458543,4888,2625,580212,13099075
2005057,6356,3609,701613,15642510
2299383,5729,3408,695970,14832844
1623787,4400,2949,621819,15087843
1399013,3252,1821,335016,7787131
2331304,4440,2319,485604,11032901
2033213,4587,2811,616968,14559624
1376854,3166,1812,335565,7838298
3692409,7771,3795,788400,16254880
1249047,2433,894,109467,1815621
1475066,3458,1974,345105,7756541
3186267,6520,3621,766431,16215512
1602010,4201,2331,464058,11110630
2041533,6769,3714,728613,16216804
1914363,5568,3642,721503,16254880
1272715,2426,879,111375,1930647
1889084,5038,3207,671661,15565066
1538115,3952,2334,418455,9168013
1205383,1643,0,0,0
2794141,6005,3180,673875,14477069
3054775,7255,3351,648900,13417173
2399530,4986,2796,602163,13892819
2314067,4503,2274,435537,9287561
3071212,6984,3096,587844,12767145
2794655,5961,2799,585351,13089879
2043370,2631,612,72720,1053189
3070559,6380,1929,302724,5267636
4381539,12933,4068,758070,15057975
2250727,4135,1983,359082,7438386
3898999,10444,3897,740043,15039545
2823596,6834,3312,679725,14473497
2699544,5472,2892,634338,13912313
2667422,5397,2715,587367,13026419
2001362,2118,138,4788,0
1998224,2100,156,6516,0
1990732,1856,0,0,0
2622086,7561,4044,777357,16006645
1587534,3159,927,93474,1343433
1958580,5647,3585,719055,16500455
1739137,4166,1863,331065,7329459
1880752,4638,2493,457263,9983094
2666323,5570,2808,566613,12254126
2368199,5745,3351,684045,15183660
1602338,3120,798,79137,1164320
2675770,4544,1677,285615,5370901
1716305,4147,2049,361548,7856158
4010166,9584,4572,887805,17637320
1591488,3222,963,115200,1815621
1597189,3169,930,98613,1477611
3498750,8624,4434,866358,17617636
1940058,5222,2409,465057,10653509
2370900,8260,4419,807840,17084154
2246011,6911,3870,758961,16506174
1615801,3211,948,117990,1930647
2210015,7134,3939,735147,16106946
1603514,2958,630,57249,849167
1552808,2578,186,8325,0
1873251,5133,2799,479646,10057422
1580624,2967,555,51093,666995
1560763,2698,327,17982,182647
2245331,5530,3255,678825,15000234
2027319,4035,1926,360666,7787131
2165741,4675,2346,431775,8797855
2652424,5786,2997,632124,13661000
1890799,2984,774,84240,1164320
2953748,4843,1725,279558,4780628
